"","fold","prediction","actual","file_path","bag","img"
"49",0,0.204691902,1,"1\img14\img14-xpos182-ypos318-epithelial.bmp",1,"img14"
"50",0,0.07069584,1,"1\img14\img14-xpos183-ypos348-epithelial.bmp",1,"img14"
"51",0,0.091449551,0,"1\img14\img14-xpos185-ypos124-inflammatory.bmp",1,"img14"
"52",0,0.058214489,1,"1\img14\img14-xpos185-ypos263-epithelial.bmp",1,"img14"
"53",0,0.057400279,1,"1\img14\img14-xpos186-ypos375-epithelial.bmp",1,"img14"
"54",0,0.075131431,1,"1\img14\img14-xpos188-ypos89-epithelial.bmp",1,"img14"
"55",0,0.318170875,1,"1\img14\img14-xpos189-ypos145-epithelial.bmp",1,"img14"
"56",0,0.041844249,1,"1\img14\img14-xpos189-ypos452-epithelial.bmp",1,"img14"
"57",0,0.312182844,1,"1\img14\img14-xpos190-ypos285-epithelial.bmp",1,"img14"
"58",0,0.061675671,1,"1\img14\img14-xpos191-ypos181-epithelial.bmp",1,"img14"
"59",0,0.076206848,1,"1\img14\img14-xpos193-ypos393-epithelial.bmp",1,"img14"
"60",0,0.000750418,0,"1\img14\img14-xpos196-ypos34-fibroblast.bmp",1,"img14"
"61",0,0.205823913,1,"1\img14\img14-xpos197-ypos322-epithelial.bmp",1,"img14"
"62",0,0.106129132,1,"1\img14\img14-xpos197-ypos345-epithelial.bmp",1,"img14"
"63",0,0.086414911,1,"1\img14\img14-xpos198-ypos100-epithelial.bmp",1,"img14"
"64",0,0.056814697,1,"1\img14\img14-xpos198-ypos360-epithelial.bmp",1,"img14"
"65",0,0.172630474,1,"1\img14\img14-xpos199-ypos127-epithelial.bmp",1,"img14"
"66",0,0.114958964,1,"1\img14\img14-xpos199-ypos178-epithelial.bmp",1,"img14"
"67",0,0.015078406,0,"1\img14\img14-xpos20-ypos196-inflammatory.bmp",1,"img14"
"68",0,0.032891288,1,"1\img14\img14-xpos201-ypos404-epithelial.bmp",1,"img14"
"69",0,0.12072701,1,"1\img14\img14-xpos203-ypos251-epithelial.bmp",1,"img14"
"70",0,0.078953885,1,"1\img14\img14-xpos208-ypos381-epithelial.bmp",1,"img14"
"71",0,0.12730974,1,"1\img14\img14-xpos209-ypos117-epithelial.bmp",1,"img14"
"72",0,0.198986813,1,"1\img14\img14-xpos209-ypos164-epithelial.bmp",1,"img14"
"73",0,0.029683473,1,"1\img14\img14-xpos209-ypos350-epithelial.bmp",1,"img14"
"74",0,0.036437389,1,"1\img14\img14-xpos214-ypos192-epithelial.bmp",1,"img14"
"75",0,0.112070359,1,"1\img14\img14-xpos216-ypos336-epithelial.bmp",1,"img14"
"76",0,0.051793441,0,"1\img14\img14-xpos217-ypos391-others.bmp",1,"img14"
"77",0,0.295196831,1,"1\img14\img14-xpos219-ypos273-epithelial.bmp",1,"img14"
"78",0,0.41749087,1,"1\img14\img14-xpos220-ypos146-epithelial.bmp",1,"img14"
"79",0,0.046790738,1,"1\img14\img14-xpos220-ypos302-epithelial.bmp",1,"img14"
"80",0,0.254526466,1,"1\img14\img14-xpos223-ypos172-epithelial.bmp",1,"img14"
"81",0,0.137620911,1,"1\img14\img14-xpos228-ypos291-epithelial.bmp",1,"img14"
"82",0,0.064850703,1,"1\img14\img14-xpos230-ypos335-epithelial.bmp",1,"img14"
"83",0,0.047638457,1,"1\img14\img14-xpos232-ypos350-epithelial.bmp",1,"img14"
"84",0,0.085100234,1,"1\img14\img14-xpos233-ypos223-epithelial.bmp",1,"img14"
"85",0,0.455931157,1,"1\img14\img14-xpos234-ypos199-epithelial.bmp",1,"img14"
"86",0,0.200567976,1,"1\img14\img14-xpos235-ypos165-epithelial.bmp",1,"img14"
"87",0,0.450467765,1,"1\img14\img14-xpos236-ypos259-epithelial.bmp",1,"img14"
"88",0,0.1816331,1,"1\img14\img14-xpos237-ypos307-epithelial.bmp",1,"img14"
"89",0,0.270877123,0,"1\img14\img14-xpos237-ypos364-others.bmp",1,"img14"
"90",0,0.000122982,0,"1\img14\img14-xpos239-ypos72-inflammatory.bmp",1,"img14"
"91",0,0.022571947,1,"1\img14\img14-xpos240-ypos287-epithelial.bmp",1,"img14"
"92",0,0.022589281,0,"1\img14\img14-xpos241-ypos482-fibroblast.bmp",1,"img14"
"93",0,0.129500657,1,"1\img14\img14-xpos244-ypos191-epithelial.bmp",1,"img14"
"94",0,0.066151008,1,"1\img14\img14-xpos246-ypos316-epithelial.bmp",1,"img14"
"95",0,0.004321297,0,"1\img14\img14-xpos248-ypos458-fibroblast.bmp",1,"img14"
"96",0,0.000840435,0,"1\img14\img14-xpos252-ypos77-inflammatory.bmp",1,"img14"
"97",0,0.016567232,0,"1\img14\img14-xpos258-ypos432-fibroblast.bmp",1,"img14"
"98",0,0.493083298,1,"1\img14\img14-xpos26-ypos236-epithelial.bmp",1,"img14"
"99",0,0.007232733,0,"1\img14\img14-xpos262-ypos75-inflammatory.bmp",1,"img14"
"100",0,0.168328762,1,"1\img14\img14-xpos27-ypos472-epithelial.bmp",1,"img14"
"101",0,0.002099329,0,"1\img14\img14-xpos272-ypos76-fibroblast.bmp",1,"img14"
"102",0,0.098480918,1,"1\img14\img14-xpos28-ypos110-epithelial.bmp",1,"img14"
"103",0,0.000439265,0,"1\img14\img14-xpos280-ypos91-inflammatory.bmp",1,"img14"
"104",0,0.010843419,0,"1\img14\img14-xpos285-ypos416-fibroblast.bmp",1,"img14"
"105",0,0.001341327,0,"1\img14\img14-xpos293-ypos241-inflammatory.bmp",1,"img14"
"106",0,0.013091993,0,"1\img14\img14-xpos295-ypos320-fibroblast.bmp",1,"img14"
"107",0,0.008093937,0,"1\img14\img14-xpos299-ypos106-fibroblast.bmp",1,"img14"
"108",0,0.005520522,0,"1\img14\img14-xpos302-ypos280-fibroblast.bmp",1,"img14"
"109",0,0.09578643,0,"1\img14\img14-xpos302-ypos483-others.bmp",1,"img14"
"110",0,0.010877926,0,"1\img14\img14-xpos305-ypos191-fibroblast.bmp",1,"img14"
"111",0,0.001781342,0,"1\img14\img14-xpos310-ypos323-fibroblast.bmp",1,"img14"
"112",0,0.002773705,0,"1\img14\img14-xpos312-ypos287-fibroblast.bmp",1,"img14"
"113",0,0.090802506,0,"1\img14\img14-xpos312-ypos422-fibroblast.bmp",1,"img14"
"114",0,0.013531716,0,"1\img14\img14-xpos313-ypos179-fibroblast.bmp",1,"img14"
"115",0,0.175728187,1,"1\img14\img14-xpos314-ypos479-epithelial.bmp",1,"img14"
"116",0,0.056350339,0,"1\img14\img14-xpos317-ypos471-others.bmp",1,"img14"
"117",0,0.002749473,0,"1\img14\img14-xpos318-ypos202-fibroblast.bmp",1,"img14"
"118",0,0.001855154,0,"1\img14\img14-xpos319-ypos110-fibroblast.bmp",1,"img14"
"119",0,0.006384536,0,"1\img14\img14-xpos326-ypos383-fibroblast.bmp",1,"img14"
"120",0,0.046599425,0,"1\img14\img14-xpos326-ypos418-fibroblast.bmp",1,"img14"
"121",0,0.002030268,0,"1\img14\img14-xpos331-ypos110-fibroblast.bmp",1,"img14"
"122",0,0.001820483,0,"1\img14\img14-xpos331-ypos308-inflammatory.bmp",1,"img14"
"123",0,0.085105166,1,"1\img14\img14-xpos331-ypos466-epithelial.bmp",1,"img14"
"124",0,0.000910329,0,"1\img14\img14-xpos332-ypos88-fibroblast.bmp",1,"img14"
"125",0,0.005096142,0,"1\img14\img14-xpos344-ypos332-fibroblast.bmp",1,"img14"
"126",0,0.068252839,1,"1\img14\img14-xpos344-ypos452-epithelial.bmp",1,"img14"
"127",0,0.002322406,0,"1\img14\img14-xpos349-ypos302-inflammatory.bmp",1,"img14"
"128",0,0.023552883,0,"1\img14\img14-xpos349-ypos360-fibroblast.bmp",1,"img14"
"129",0,0.396158248,1,"1\img14\img14-xpos35-ypos224-epithelial.bmp",1,"img14"
"130",0,0.001265361,0,"1\img14\img14-xpos352-ypos148-fibroblast.bmp",1,"img14"
"131",0,0.073222525,1,"1\img14\img14-xpos36-ypos98-epithelial.bmp",1,"img14"
"132",0,0.000968541,0,"1\img14\img14-xpos360-ypos345-inflammatory.bmp",1,"img14"
"133",0,0.348334908,1,"1\img14\img14-xpos361-ypos440-epithelial.bmp",1,"img14"
"134",0,0.009424815,0,"1\img14\img14-xpos364-ypos58-fibroblast.bmp",1,"img14"
"135",0,0.370038718,1,"1\img14\img14-xpos366-ypos461-epithelial.bmp",1,"img14"
"136",0,0.002186678,0,"1\img14\img14-xpos366-ypos95-fibroblast.bmp",1,"img14"
"137",0,0.112186909,1,"1\img14\img14-xpos37-ypos423-epithelial.bmp",1,"img14"
"138",0,0.000668461,0,"1\img14\img14-xpos370-ypos263-inflammatory.bmp",1,"img14"
"139",0,0.000980774,0,"1\img14\img14-xpos376-ypos163-fibroblast.bmp",1,"img14"
"140",0,0.305787861,1,"1\img14\img14-xpos380-ypos474-epithelial.bmp",1,"img14"
"141",0,0.001512222,0,"1\img14\img14-xpos382-ypos210-fibroblast.bmp",1,"img14"
"142",0,0.000745955,0,"1\img14\img14-xpos387-ypos312-inflammatory.bmp",1,"img14"
"143",0,0.196685731,1,"1\img14\img14-xpos387-ypos418-epithelial.bmp",1,"img14"
"144",0,0.367630392,1,"1\img14\img14-xpos393-ypos481-epithelial.bmp",1,"img14"
"145",0,0.372987956,1,"1\img14\img14-xpos395-ypos405-epithelial.bmp",1,"img14"
"146",0,0.011564508,0,"1\img14\img14-xpos399-ypos282-fibroblast.bmp",1,"img14"
"147",0,0.037774842,1,"1\img14\img14-xpos403-ypos391-epithelial.bmp",1,"img14"
"148",0,0.408144563,1,"1\img14\img14-xpos406-ypos409-epithelial.bmp",1,"img14"
"149",0,0.001409295,0,"1\img14\img14-xpos410-ypos219-fibroblast.bmp",1,"img14"
"150",0,0.434931159,1,"1\img14\img14-xpos411-ypos479-epithelial.bmp",1,"img14"
"151",0,0.000988818,0,"1\img14\img14-xpos411-ypos62-fibroblast.bmp",1,"img14"
"152",0,0.238439351,1,"1\img14\img14-xpos413-ypos442-epithelial.bmp",1,"img14"
"153",0,0.348567843,1,"1\img14\img14-xpos425-ypos479-epithelial.bmp",1,"img14"
"154",0,0.001929657,0,"1\img14\img14-xpos426-ypos319-inflammatory.bmp",1,"img14"
"155",0,0.000475664,0,"1\img14\img14-xpos427-ypos258-inflammatory.bmp",1,"img14"
"156",0,0.102882847,1,"1\img14\img14-xpos43-ypos392-epithelial.bmp",1,"img14"
"157",0,0.018569158,0,"1\img14\img14-xpos430-ypos396-inflammatory.bmp",1,"img14"
"158",0,0.103303,1,"1\img14\img14-xpos44-ypos210-epithelial.bmp",1,"img14"
"159",0,0.020229612,1,"1\img14\img14-xpos44-ypos341-epithelial.bmp",1,"img14"
"160",0,0.001514112,0,"1\img14\img14-xpos445-ypos359-fibroblast.bmp",1,"img14"
"161",0,0.013696065,0,"1\img14\img14-xpos451-ypos326-fibroblast.bmp",1,"img14"
"162",0,0.005134411,0,"1\img14\img14-xpos458-ypos229-fibroblast.bmp",1,"img14"
"163",0,0.001150478,0,"1\img14\img14-xpos459-ypos69-fibroblast.bmp",1,"img14"
"164",0,0.001665658,0,"1\img14\img14-xpos460-ypos353-fibroblast.bmp",1,"img14"
"165",0,0.011149254,0,"1\img14\img14-xpos465-ypos382-fibroblast.bmp",1,"img14"
"166",0,0.00549031,0,"1\img14\img14-xpos465-ypos462-fibroblast.bmp",1,"img14"
"167",0,0.00354859,0,"1\img14\img14-xpos468-ypos324-fibroblast.bmp",1,"img14"
"168",0,0.004268595,0,"1\img14\img14-xpos469-ypos403-fibroblast.bmp",1,"img14"
"169",0,0.099671103,1,"1\img14\img14-xpos47-ypos168-epithelial.bmp",1,"img14"
"170",0,0.074044131,0,"1\img14\img14-xpos473-ypos294-fibroblast.bmp",1,"img14"
"171",0,0.002228214,0,"1\img14\img14-xpos475-ypos205-fibroblast.bmp",1,"img14"
"172",0,0.120237738,1,"1\img14\img14-xpos49-ypos112-epithelial.bmp",1,"img14"
"173",0,0.435145319,1,"1\img14\img14-xpos49-ypos244-epithelial.bmp",1,"img14"
"174",0,0.148611009,1,"1\img14\img14-xpos49-ypos475-epithelial.bmp",1,"img14"
"175",0,0.236607194,1,"1\img14\img14-xpos53-ypos224-epithelial.bmp",1,"img14"
"176",0,0.203281894,1,"1\img14\img14-xpos53-ypos88-epithelial.bmp",1,"img14"
"177",0,0.09992402,1,"1\img14\img14-xpos54-ypos447-epithelial.bmp",1,"img14"
"178",0,0.164642915,1,"1\img14\img14-xpos57-ypos395-epithelial.bmp",1,"img14"
"179",0,0.003075148,0,"1\img14\img14-xpos58-ypos33-fibroblast.bmp",1,"img14"
"180",0,0.237683833,1,"1\img14\img14-xpos60-ypos206-epithelial.bmp",1,"img14"
"181",0,0.042115953,1,"1\img14\img14-xpos60-ypos432-epithelial.bmp",1,"img14"
"182",0,0.025055043,1,"1\img14\img14-xpos62-ypos345-epithelial.bmp",1,"img14"
"183",0,0.173437163,1,"1\img14\img14-xpos63-ypos92-epithelial.bmp",1,"img14"
"184",0,0.54520607,1,"1\img14\img14-xpos64-ypos232-epithelial.bmp",1,"img14"
"185",0,0.249604046,1,"1\img14\img14-xpos66-ypos216-epithelial.bmp",1,"img14"
"186",0,0.173011348,1,"1\img14\img14-xpos68-ypos240-epithelial.bmp",1,"img14"
"187",0,0.198980778,1,"1\img14\img14-xpos71-ypos289-epithelial.bmp",1,"img14"
"188",0,0.062521741,1,"1\img14\img14-xpos72-ypos113-epithelial.bmp",1,"img14"
"189",0,0.115310751,1,"1\img14\img14-xpos72-ypos298-epithelial.bmp",1,"img14"
"190",0,0.023729207,1,"1\img14\img14-xpos72-ypos352-epithelial.bmp",1,"img14"
"191",0,0.058007624,1,"1\img14\img14-xpos72-ypos399-epithelial.bmp",1,"img14"
"192",0,0.2487102,1,"1\img14\img14-xpos73-ypos272-epithelial.bmp",1,"img14"
"193",0,0.065388963,1,"1\img14\img14-xpos74-ypos377-epithelial.bmp",1,"img14"
"194",0,0.047675394,1,"1\img14\img14-xpos75-ypos164-epithelial.bmp",1,"img14"
"195",0,0.050722878,1,"1\img14\img14-xpos75-ypos206-epithelial.bmp",1,"img14"
"196",0,0.098930776,1,"1\img14\img14-xpos75-ypos364-epithelial.bmp",1,"img14"
"197",0,0.174897432,1,"1\img14\img14-xpos77-ypos327-epithelial.bmp",1,"img14"
"198",0,0.004333353,0,"1\img14\img14-xpos80-ypos54-fibroblast.bmp",1,"img14"
"199",0,0.057051551,1,"1\img14\img14-xpos81-ypos442-epithelial.bmp",1,"img14"
"200",0,0.337172419,1,"1\img14\img14-xpos87-ypos184-epithelial.bmp",1,"img14"
"201",0,0.050527174,1,"1\img14\img14-xpos90-ypos276-epithelial.bmp",1,"img14"
"202",0,0.033738699,1,"1\img14\img14-xpos91-ypos366-epithelial.bmp",1,"img14"
"203",0,0.107696101,1,"1\img14\img14-xpos92-ypos394-epithelial.bmp",1,"img14"
"204",0,0.02296211,1,"1\img14\img14-xpos95-ypos228-epithelial.bmp",1,"img14"
"205",0,0.051869813,1,"1\img14\img14-xpos95-ypos339-epithelial.bmp",1,"img14"
"206",0,0.382348388,1,"1\img14\img14-xpos98-ypos183-epithelial.bmp",1,"img14"
"207",0,0.074026234,1,"1\img14\img14-xpos99-ypos351-epithelial.bmp",1,"img14"
"208",0,0.09226305,1,"1\img21\img21-xpos109-ypos199-epithelial.bmp",1,"img21"
"209",0,0.0859202,1,"1\img21\img21-xpos116-ypos180-epithelial.bmp",1,"img21"
"210",0,0.271367759,1,"1\img21\img21-xpos116-ypos207-epithelial.bmp",1,"img21"
"211",0,0.153653994,1,"1\img21\img21-xpos116-ypos433-epithelial.bmp",1,"img21"
"212",0,0.235840425,1,"1\img21\img21-xpos118-ypos448-epithelial.bmp",1,"img21"
"213",0,0.032031693,1,"1\img21\img21-xpos123-ypos249-epithelial.bmp",1,"img21"
"214",0,0.031802222,1,"1\img21\img21-xpos125-ypos459-epithelial.bmp",1,"img21"
"215",0,0.170992538,1,"1\img21\img21-xpos125-ypos73-epithelial.bmp",1,"img21"
"216",0,0.157761574,1,"1\img21\img21-xpos126-ypos58-epithelial.bmp",1,"img21"
"217",0,0.110128343,1,"1\img21\img21-xpos128-ypos180-epithelial.bmp",1,"img21"
"218",0,0.092606552,1,"1\img21\img21-xpos129-ypos22-epithelial.bmp",1,"img21"
"219",0,0.292272955,1,"1\img21\img21-xpos130-ypos37-epithelial.bmp",1,"img21"
"220",0,0.236954227,1,"1\img21\img21-xpos131-ypos442-epithelial.bmp",1,"img21"
"221",0,0.032344215,1,"1\img21\img21-xpos134-ypos165-epithelial.bmp",1,"img21"
"222",0,0.076714292,1,"1\img21\img21-xpos136-ypos121-epithelial.bmp",1,"img21"
"223",0,0.015119505,1,"1\img21\img21-xpos137-ypos211-epithelial.bmp",1,"img21"
"224",0,0.045746997,1,"1\img21\img21-xpos137-ypos231-epithelial.bmp",1,"img21"
"225",0,0.164854512,1,"1\img21\img21-xpos137-ypos91-epithelial.bmp",1,"img21"
"226",0,0.113630436,1,"1\img21\img21-xpos139-ypos257-epithelial.bmp",1,"img21"
"227",0,0.080203705,1,"1\img21\img21-xpos139-ypos280-epithelial.bmp",1,"img21"
"228",0,0.099880584,1,"1\img21\img21-xpos139-ypos419-epithelial.bmp",1,"img21"
"229",0,0.109166227,1,"1\img21\img21-xpos140-ypos195-epithelial.bmp",1,"img21"
"230",0,0.233598888,1,"1\img21\img21-xpos140-ypos73-epithelial.bmp",1,"img21"
"231",0,0.104878783,1,"1\img21\img21-xpos143-ypos55-epithelial.bmp",1,"img21"
"232",0,0.124415696,1,"1\img21\img21-xpos145-ypos442-epithelial.bmp",1,"img21"
"233",0,0.024619041,1,"1\img21\img21-xpos146-ypos27-epithelial.bmp",1,"img21"
"234",0,0.036097478,1,"1\img21\img21-xpos147-ypos13-epithelial.bmp",1,"img21"
"235",0,0.104608789,1,"1\img21\img21-xpos148-ypos247-epithelial.bmp",1,"img21"
"236",0,0.007834232,1,"1\img21\img21-xpos150-ypos175-epithelial.bmp",1,"img21"
"237",0,0.032593489,1,"1\img21\img21-xpos151-ypos209-epithelial.bmp",1,"img21"
"238",0,0.078143716,1,"1\img21\img21-xpos153-ypos377-epithelial.bmp",1,"img21"
"239",0,0.236478701,1,"1\img21\img21-xpos153-ypos411-epithelial.bmp",1,"img21"
"240",0,0.134413198,1,"1\img21\img21-xpos154-ypos296-epithelial.bmp",1,"img21"
"241",0,0.056287512,1,"1\img21\img21-xpos155-ypos232-epithelial.bmp",1,"img21"
"242",0,0.028211115,1,"1\img21\img21-xpos155-ypos254-epithelial.bmp",1,"img21"
"243",0,0.233454332,1,"1\img21\img21-xpos155-ypos280-epithelial.bmp",1,"img21"
"244",0,0.005108608,1,"1\img21\img21-xpos157-ypos362-epithelial.bmp",1,"img21"
"245",0,0.071066447,1,"1\img21\img21-xpos159-ypos316-epithelial.bmp",1,"img21"
"246",0,0.452948004,1,"1\img21\img21-xpos16-ypos87-epithelial.bmp",1,"img21"
"247",0,0.001965147,0,"1\img21\img21-xpos163-ypos102-inflammatory.bmp",1,"img21"
"248",0,0.047400881,1,"1\img21\img21-xpos163-ypos343-epithelial.bmp",1,"img21"
"249",0,0.025695508,1,"1\img21\img21-xpos163-ypos393-epithelial.bmp",1,"img21"
"250",0,0.008384306,0,"1\img21\img21-xpos165-ypos178-fibroblast.bmp",1,"img21"
"251",0,0.019697575,1,"1\img21\img21-xpos167-ypos455-epithelial.bmp",1,"img21"
"252",0,0.004855652,0,"1\img21\img21-xpos169-ypos141-fibroblast.bmp",1,"img21"
"253",0,0.002610333,0,"1\img21\img21-xpos171-ypos84-inflammatory.bmp",1,"img21"
"254",0,0.008288478,1,"1\img21\img21-xpos174-ypos473-epithelial.bmp",1,"img21"
"255",0,0.006065365,0,"1\img21\img21-xpos176-ypos38-fibroblast.bmp",1,"img21"
"256",0,0.051268611,1,"1\img21\img21-xpos177-ypos349-epithelial.bmp",1,"img21"
"257",0,0.391555071,1,"1\img21\img21-xpos18-ypos127-epithelial.bmp",1,"img21"
"258",0,0.019848108,1,"1\img21\img21-xpos180-ypos321-epithelial.bmp",1,"img21"
"259",0,0.031542867,1,"1\img21\img21-xpos181-ypos455-epithelial.bmp",1,"img21"
"260",0,0.003221334,0,"1\img21\img21-xpos184-ypos210-fibroblast.bmp",1,"img21"
"261",0,0.055004098,0,"1\img21\img21-xpos187-ypos300-fibroblast.bmp",1,"img21"
"262",0,0.022511089,1,"1\img21\img21-xpos187-ypos467-epithelial.bmp",1,"img21"
"263",0,0.052186061,1,"1\img21\img21-xpos195-ypos130-epithelial.bmp",1,"img21"
"264",0,0.0357945,1,"1\img21\img21-xpos195-ypos406-epithelial.bmp",1,"img21"
"265",0,0.06564258,1,"1\img21\img21-xpos197-ypos98-epithelial.bmp",1,"img21"
"266",0,0.009782052,0,"1\img21\img21-xpos198-ypos323-fibroblast.bmp",1,"img21"
"267",0,0.101563133,1,"1\img21\img21-xpos199-ypos106-epithelial.bmp",1,"img21"
"268",0,0.006441162,1,"1\img21\img21-xpos200-ypos447-epithelial.bmp",1,"img21"
"269",0,0.017688338,1,"1\img21\img21-xpos203-ypos433-epithelial.bmp",1,"img21"
"270",0,0.130130202,1,"1\img21\img21-xpos203-ypos49-epithelial.bmp",1,"img21"
"271",0,0.167021558,1,"1\img21\img21-xpos204-ypos76-epithelial.bmp",1,"img21"
"272",0,0.187477589,1,"1\img21\img21-xpos205-ypos25-epithelial.bmp",1,"img21"
"273",0,0.147225529,1,"1\img21\img21-xpos206-ypos141-epithelial.bmp",1,"img21"
"274",0,0.280082673,1,"1\img21\img21-xpos207-ypos90-epithelial.bmp",1,"img21"
"275",0,0.435878277,1,"1\img21\img21-xpos209-ypos177-epithelial.bmp",1,"img21"
"276",0,0.325812578,1,"1\img21\img21-xpos210-ypos153-epithelial.bmp",1,"img21"
"277",0,0.396517783,1,"1\img21\img21-xpos213-ypos164-epithelial.bmp",1,"img21"
"278",0,0.298582643,1,"1\img21\img21-xpos213-ypos215-epithelial.bmp",1,"img21"
"279",0,0.200668201,1,"1\img21\img21-xpos216-ypos105-epithelial.bmp",1,"img21"
"280",0,0.140572935,1,"1\img21\img21-xpos218-ypos196-epithelial.bmp",1,"img21"
"281",0,0.115583979,1,"1\img21\img21-xpos22-ypos315-epithelial.bmp",1,"img21"
"282",0,0.333899707,1,"1\img21\img21-xpos22-ypos337-epithelial.bmp",1,"img21"
"283",0,0.100358933,1,"1\img21\img21-xpos225-ypos67-epithelial.bmp",1,"img21"
"284",0,0.431543291,1,"1\img21\img21-xpos23-ypos157-epithelial.bmp",1,"img21"
"285",0,0.448590666,1,"1\img21\img21-xpos232-ypos212-epithelial.bmp",1,"img21"
"286",0,0.044330843,1,"1\img21\img21-xpos233-ypos137-epithelial.bmp",1,"img21"
"287",0,0.429863751,1,"1\img21\img21-xpos233-ypos229-epithelial.bmp",1,"img21"
"288",0,0.068133928,1,"1\img21\img21-xpos24-ypos405-epithelial.bmp",1,"img21"
"289",0,0.415043712,1,"1\img21\img21-xpos240-ypos247-epithelial.bmp",1,"img21"
